image_path,target
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\ZH\ZH123.jpg,54.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Cvekje\Cvekje17.jpg,8.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\O\O111.jpg,33.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\H\H104.jpg,18.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\TojTaaToa\TojTaaToa197.jpg,48.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Z\Z111.jpg,53.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\A\A71.jpg,0.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sin\Sin8.jpg,44.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Z\Z138.jpg,53.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Krst\Krst150.jpg,25.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Prst\Prst209.jpg,37.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\G\G59.jpg,17.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Amin\Amin74.jpg,2.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Valkano\Valkano89.jpg,51.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Rob\Rob157.jpg,39.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Delenje\Delenje85.jpg,12.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Centar\Centar20.jpg,7.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Delenje\Delenje96.jpg,12.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Krst\Krst28.jpg,25.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Prst\Prst22.jpg,37.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\I\I13.jpg,19.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\B\B70.jpg,3.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\LJ\LJ131.jpg,28.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Valkano\Valkano7.jpg,51.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Kolache\Kolache135.jpg,23.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\D\D186.jpg,9.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Z\Z162.jpg,53.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\A\A180.jpg,0.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Centar\Centar64.jpg,7.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sida\Sida48.jpg,43.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\I\I161.jpg,19.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\F\F55.jpg,15.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Rob\Rob90.jpg,39.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\TojTaaToa\TojTaaToa124.jpg,48.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\TojTaaToa\TojTaaToa45.jpg,48.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Centar\Centar136.jpg,7.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Prst\Prst113.jpg,37.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\LJ\LJ38.jpg,28.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Centar\Centar28.jpg,7.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zoshto\Zoshto22.jpg,57.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zoshto\Zoshto68.jpg,57.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\D\D144.jpg,9.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Centar\Centar139.jpg,7.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Korona\Korona94.jpg,24.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\O\O43.jpg,33.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\A\A171.jpg,0.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\A\A24.jpg,0.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\LJ\LJ35.jpg,28.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\L\L87.jpg,27.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\CH\CH113.jpg,6.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Mnogu\Mnogu25.jpg,30.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Svekja\Svekja143.jpg,45.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\L\L128.jpg,27.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\NJ\NJ195.jpg,32.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Prst\Prst21.jpg,37.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\LJ\LJ61.jpg,28.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Amin\Amin67.jpg,2.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Centar\Centar98.jpg,7.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Svekja\Svekja39.jpg,45.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Kukja\Kukja187.jpg,26.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\R\R29.jpg,38.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\DZ\DZ69.jpg,11.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Svekja\Svekja47.jpg,45.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Beskonechnost\Beskonechnost3.jpg,4.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Z\Z194.jpg,53.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\ZH\ZH97.jpg,54.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Cvekje\Cvekje187.jpg,8.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Kukja\Kukja174.jpg,26.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\V\V22.jpg,50.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\O\O209.jpg,33.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Pritisok\Pritisok198.jpg,36.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Centar\Centar126.jpg,7.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\O\O191.jpg,33.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\TojTaaToa\TojTaaToa96.jpg,48.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\U\U35.jpg,49.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Svekja\Svekja141.jpg,45.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\TojTaaToa\TojTaaToa39.jpg,48.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\R\R115.jpg,38.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\L\L75.jpg,27.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Jas\Jas156.jpg,20.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\G\G197.jpg,17.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\B\B47.jpg,3.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zoshto\Zoshto159.jpg,57.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Korona\Korona177.jpg,24.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sever\Sever146.jpg,42.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\ZH\ZH134.jpg,54.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sin\Sin113.jpg,44.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Rob\Rob6.jpg,39.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\SH\SH201.jpg,41.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\TojTaaToa\TojTaaToa111.jpg,48.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zholtica\Zholtica187.jpg,56.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\B\B164.jpg,3.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\DJ\DJ73.jpg,10.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Jas\Jas165.jpg,20.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Krst\Krst12.jpg,25.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Jas\Jas25.jpg,20.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Z\Z161.jpg,53.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Beskonechnost\Beskonechnost137.jpg,4.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Telefon\Telefon19.jpg,47.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\R\R133.jpg,38.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sida\Sida87.jpg,43.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Dopir\Dopir199.jpg,13.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Telefon\Telefon167.jpg,47.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\ZH\ZH86.jpg,54.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Delenje\Delenje130.jpg,12.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Delenje\Delenje147.jpg,12.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\F\F171.jpg,15.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Dopir\Dopir0.jpg,13.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Centar\Centar146.jpg,7.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\CH\CH145.jpg,6.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\C\C4.jpg,5.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\N\N108.jpg,31.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\S\S16.jpg,40.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Javanje\Javanje5.jpg,21.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Delenje\Delenje108.jpg,12.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\T\T10.jpg,46.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\TojTaaToa\TojTaaToa46.jpg,48.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Amin\Amin144.jpg,2.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\I\I3.jpg,19.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\O\O58.jpg,33.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Pritisok\Pritisok180.jpg,36.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\M\M35.jpg,29.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\O\O27.jpg,33.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Amin\Amin107.jpg,2.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\T\T21.jpg,46.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zamenki\Zamenki9.jpg,55.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\O\O107.jpg,33.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\K\K61.jpg,22.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Fizika\Fizika128.jpg,16.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zoshto\Zoshto64.jpg,57.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Vilushka\Vilushka9.jpg,52.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Telefon\Telefon90.jpg,47.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\V\V50.jpg,50.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zamenki\Zamenki33.jpg,55.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sida\Sida103.jpg,43.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Pritisok\Pritisok112.jpg,36.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Vilushka\Vilushka193.jpg,52.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\V\V153.jpg,50.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Peperutka\Peperutka89.jpg,35.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\R\R27.jpg,38.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\P\P142.jpg,34.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\E\E91.jpg,14.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\C\C73.jpg,5.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zamenki\Zamenki35.jpg,55.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Cvekje\Cvekje118.jpg,8.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sida\Sida74.jpg,43.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Kukja\Kukja104.jpg,26.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\U\U166.jpg,49.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\U\U39.jpg,49.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\G\G31.jpg,17.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Z\Z2.jpg,53.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Agol\Agol201.jpg,1.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Pritisok\Pritisok77.jpg,36.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Mnogu\Mnogu15.jpg,30.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\H\H35.jpg,18.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Z\Z178.jpg,53.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\A\A58.jpg,0.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Vilushka\Vilushka135.jpg,52.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Beskonechnost\Beskonechnost196.jpg,4.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\D\D34.jpg,9.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\A\A28.jpg,0.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\O\O136.jpg,33.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\DJ\DJ187.jpg,10.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\DZ\DZ44.jpg,11.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Centar\Centar90.jpg,7.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\ZH\ZH41.jpg,54.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Vilushka\Vilushka187.jpg,52.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\G\G5.jpg,17.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\NJ\NJ180.jpg,32.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\A\A98.jpg,0.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sida\Sida146.jpg,43.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zamenki\Zamenki91.jpg,55.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sin\Sin16.jpg,44.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Kolache\Kolache39.jpg,23.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\ZH\ZH8.jpg,54.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\TojTaaToa\TojTaaToa190.jpg,48.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\C\C151.jpg,5.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\T\T54.jpg,46.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Centar\Centar61.jpg,7.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\A\A4.jpg,0.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\O\O57.jpg,33.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\P\P196.jpg,34.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\P\P78.jpg,34.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\D\D99.jpg,9.0
